,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
65,V,103001.0,TTWK000519484,32,11825863432_66922580634,60.0,11825863432,TTWK000519484,GINTWK0002203100244,Counting,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),0.0,正常,0.0,NO,sp2771@shopee.com,2022-03-11 09:22:50,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情計數,詳情計數,,,
66,V,103001.0,TTWK000519483,32,11825863432_66922580634,20.0,11825863432,TTWK000519483,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),20.0,正常,20.0,NO,sp2771@shopee.com,2022-03-11 09:22:42,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
67,V,103001.0,TTWK000519482,32,11825863432_66922580634,60.0,11825863432,TTWK000519482,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:21:49,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
68,V,103001.0,TTWK000523756,12,11025224612_160610465569,15.0,11025224612,TTWK000523756,GINTWK0002203100458,Counted,11025224612_160610465569,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:甘草萃取面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:21:40,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
69,V,103001.0,TTWK000523728,55,8789161255_84140793743,28.0,8789161255,TTWK000523728,GINTWK0002203100455,Counted,8789161255_84140793743,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:20%維生素B3菸鹼醯胺,28.0,正常,28.0,NO,sp0386@shopee.com,2022-03-11 09:21:09,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
70,V,103001.0,TTWK000523736,94,11025226194_36905147882,10.0,11025226194,TTWK000523736,GINTWK0002203100431,Counted,11025226194_36905147882,10D黑鑽防偷窺 滿版 全屏 Iphone11 pro/Xs max/Xs/XR/8/7 手機鋼化玻璃保護貼 蝦皮直送:11 pro,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 09:20:57,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
71,V,103001.0,TTWK000519481,32,11825863432_66922580634,60.0,11825863432,TTWK000519481,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:20:42,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
72,V,103001.0,TTWK000519518,03,6497247403_46905036862,30.0,6497247403,TTWK000519518,GINTWK0002203100448,Counted,6497247403_46905036862,Dr. Hsieh 達特醫10%15%20%25% 杏仁酸深層煥膚精華 蝦皮直送:杏仁酸25% 15ml,30.0,正常,30.0,NO,sp99073@shopee.com,2022-03-11 09:20:42,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
73,V,103001.0,TTWK000523735,04,2989511304_101388287234,5.0,2989511304,TTWK000523735,GINTWK0002203100433,Counted,2989511304_101388287234,Airpods 保護套 蘋果耳機保護套 藍芽耳機 藍牙耳機保護套 二代可用 現貨 蝦皮直送:午夜藍,5.0,正常,5.0,NO,sp0851@shopee.com,2022-03-11 09:18:55,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
74,V,103001.0,TTWK000523748,12,11025224612_97051079846,15.0,11025224612,TTWK000523748,GINTWK0002203100466,Counted,11025224612_97051079846,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:熊果素面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:17:46,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
75,V,103001.0,TTWK000523734,75,10925226775_94140971384,10.0,10925226775,TTWK000523734,GINTWK0002203100432,Counted,10925226775_94140971384,馬卡龍矽膠充電線 液態充電線 1.2M 快充線矽膠傳輸線Lighting/micro-usb/type-c 蝦皮直送:Lighting-綠,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 09:17:19,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
76,V,103001.0,TTWK000523741,30,3697280430_27200401258,30.0,3697280430,TTWK000523741,GINTWK0002203100442,Counted,3697280430_27200401258,Dr.Hsieh達特醫 全效控油防曬隔離液(白色)/CC液(潤色) SPF50★★★ 50ml(官方直營) 蝦皮直送:潤色,30.0,正常,30.0,NO,sp99073@shopee.com,2022-03-11 09:16:33,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
77,V,103001.0,TTWK000523747,12,11025224612_160610465570,15.0,11025224612,TTWK000523747,GINTWK0002203100465,Counted,11025224612_160610465570,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:積雪草萃取面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:15:47,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
78,V,103001.0,TTWK000523733,94,11025226194_46905147809,5.0,11025226194,TTWK000523733,GINTWK0002203100430,Counted,11025226194_46905147809,10D黑鑽防偷窺 滿版 全屏 Iphone11 pro/Xs max/Xs/XR/8/7 手機鋼化玻璃保護貼 蝦皮直送:7 / 8 白,5.0,正常,5.0,NO,sp0851@shopee.com,2022-03-11 09:14:54,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
79,V,103001.0,TTWK000519480,28,11025859428_56922600631,96.0,11025859428,TTWK000519480,GINTWK0002203100202,Counted,11025859428_56922600631,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典曼特寧,96.0,正常,96.0,NO,sp2771@shopee.com,2022-03-11 09:14:03,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
80,V,103001.0,TTWK000523740,12,11025224612_160610465576,15.0,11025224612,TTWK000523740,GINTWK0002203100447,Counted,11025224612_160610465576,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:維生素A醇面膜10片,15.0,正常,15.0,NO,sp99073@shopee.com,2022-03-11 09:13:54,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
81,V,103001.0,TTWK000519479,28,11025859428_56922600631,104.0,11025859428,TTWK000519479,GINTWK0002203100202,Counted,11025859428_56922600631,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典曼特寧,104.0,正常,104.0,NO,sp2771@shopee.com,2022-03-11 09:13:53,3876-03-26 00:00:00,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
82,V,103001.0,TTWK000523732,75,10925226775_46905221633,15.0,10925226775,TTWK000523732,GINTWK0002203100428,Counted,10925226775_46905221633,馬卡龍矽膠充電線 液態充電線 1.2M 快充線矽膠傳輸線Lighting/micro-usb/type-c 蝦皮直送:type-c 黃,15.0,正常,15.0,NO,sp0851@shopee.com,2022-03-11 09:13:26,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
83,V,103001.0,TTWK000523727,04,10053345204_130798431308,3.0,10053345204,TTWK000523727,GINTWK0002203100401,Counted,10053345204_130798431308,菊正宗 日本酒洗面乳200g 蝦皮直送 現貨:200g/條,3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 09:11:54,3767-03-17 00:00:00,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
84,V,103001.0,TTWK000519517,96,9289151396_84140795731,20.0,9289151396,TTWK000519517,GINTWK0002203100446,Counted,9289151396_84140795731,Dr.Hsieh達特醫 杏仁熊果酸更新精華30ml 現貨 蝦皮直送:18+2%UrMA杏仁熊果酸更新精華,20.0,正常,20.0,NO,sp99073@shopee.com,2022-03-11 09:11:47,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
85,V,103001.0,TTWK000523746,12,11025224612_97051079845,15.0,11025224612,TTWK000523746,GINTWK0002203100464,Counted,11025224612_97051079845,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:Betawhite面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:11:15,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
86,V,103001.0,TTWK000523726,56,11825222056_27200292855,6.0,11825222056,TTWK000523726,GINTWK0002203100395,Counted,11825222056_27200292855,Bifesta 碧菲絲特 即淨卸妝水 (官方直營) 現貨 蝦皮直送:保濕400ml,6.0,正常,6.0,NO,sp0386@shopee.com,2022-03-11 09:11:08,3767-03-17 00:00:00,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
87,V,103001.0,TTWK000523731,04,2989511304_101388287232,5.0,2989511304,TTWK000523731,GINTWK0002203100427,Counted,2989511304_101388287232,Airpods 保護套 蘋果耳機保護套 藍芽耳機 藍牙耳機保護套 二代可用 現貨 蝦皮直送:白色,5.0,正常,5.0,NO,sp0851@shopee.com,2022-03-11 09:10:24,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
88,V,103001.0,TTWK000523739,12,11025224612_97051079844,15.0,11025224612,TTWK000523739,GINTWK0002203100441,Counted,11025224612_97051079844,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:維生素C醣苷面膜10片,15.0,正常,15.0,NO,sp99073@shopee.com,2022-03-11 09:09:42,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
89,V,103001.0,TTWK000523725,80,10125860480_56922518792,3.0,10125860480,TTWK000523725,GINTWK0002203100394,Counted,10125860480_56922518792,MANDOM迪士尼款 體用濕巾超值包36張入 現貨 蝦皮直送:米妮款(花漾皂香)36張入,3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 09:09:37,3767-03-17 00:00:00,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
90,V,103001.0,TTWK000523730,04,7897242704_94140874735,10.0,7897242704,TTWK000523730,GINTWK0002203100429,Counted,7897242704_94140874735,iPhone 10D 抗藍光滿版鋼化膜 全屏 12/mini/pro Xs XR 11 Pro 玻璃貼 蝦皮直送:抗藍光 12 pro,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 09:08:26,3953-02-20 00:00:00,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
91,V,103001.0,TTWK000523745,12,11025224612_97051079847,15.0,11025224612,TTWK000523745,GINTWK0002203100468,Counted,11025224612_97051079847,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:SOD面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:08:20,3959-11-26 00:00:00,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
92,V,103001.0,TTWK000523737,04,10072213504_122292331919,3.0,10072213504,TTWK000523737,GINTWK0002203100504,Counted,10072213504_122292331919,車用充電器 車用擴充+雙QC3.0 USB快速充電器- RB8 蝦皮直送 現貨:黑色,3.0,正常,3.0,NO,sp0851@shopee.com,2022-03-11 09:36:59,743331,TW_中景科技股份有限公司(Consignment),詳情質檢,,,,
93,V,103001.0,TTWK000519526,03,6497247403_84140737069,80.0,6497247403,TTWK000519526,GINTWK0002203100461,Counted,6497247403_84140737069,Dr. Hsieh 達特醫10%15%20%25% 杏仁酸深層煥膚精華 蝦皮直送:杏仁酸15% 15ml,80.0,正常,80.0,NO,sp99073@shopee.com,2022-03-11 09:36:15,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
94,V,103001.0,TTWK000523751,21,8289151821_94140811237,14.0,8289151821,TTWK000523751,GINTWK0002203100438,Counted,8289151821_94140811237,Dr.Hsieh達特醫LabSmart精華30ml 現貨 蝦皮直送:維生素B5泛醇精華30ml,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 09:36:04,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
95,V,103001.0,TTWK000519488,32,11825863432_66922580634,60.0,11825863432,TTWK000519488,GINTWK0002203100244,Counting,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),0.0,正常,0.0,NO,sp2771@shopee.com,2022-03-11 09:35:35,721806,TW_味全食品工業股份有限公司(Consignment),詳情計數,詳情計數,,,
96,V,103001.0,TTWK000519487,32,11825863432_66922580634,60.0,11825863432,TTWK000519487,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:35:30,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
97,V,103001.0,TTWK000523761,87,12213940687_86660020830,10.0,12213940687,TTWK000523761,GINTWK0002203100471,Counted,12213940687_86660020830,東野 成人醫療口罩10入/盒 獵人聯名 (台灣製/雙鋼印/附夾鏈袋) 蝦皮直送 現貨:新款-Q版庫洛洛,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:35:08,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
98,V,103001.0,TTWK000519486,32,11825863432_66922580634,60.0,11825863432,TTWK000519486,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:34:16,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
99,V,103001.0,TTWK000523750,55,8789161255_36905089056,28.0,8789161255,TTWK000523750,GINTWK0002203100451,Counted,8789161255_36905089056,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:6.8%熊果素(α+β),28.0,正常,28.0,NO,sp0386@shopee.com,2022-03-11 09:33:52,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
100,V,103001.0,TTWK000523760,32,13413923432_112596353194,10.0,13413923432,TTWK000523760,GINTWK0002203100470,Counted,13413923432_112596353194,東野 成人醫療口罩10入/盒 環遊世界系列 (台灣製/雙鋼印附夾鏈袋) 蝦皮直送 現貨:義大利斜塔,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:33:26,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
101,V,103001.0,TTWK000519485,32,11825863432_66922580634,60.0,11825863432,TTWK000519485,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:32:59,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
102,V,103001.0,TTWK000519514,13,6497237913_66905232309,10.0,6497237913,TTWK000519514,GINTWK0002203100424,Counted,6497237913_66905232309,五段電動牙刷 (黑/粉/藍/白) 蝦皮直送 現貨:藍色,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 09:31:36,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
103,V,103001.0,TTWK000519520,55,8789161255_84140793742,14.0,8789161255,TTWK000519520,GINTWK0002203100452,Counted,8789161255_84140793742,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:10%維生素B5泛醇,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 09:30:18,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
104,V,103001.0,TTWK000523742,21,8289151821_84140811330,56.0,8289151821,TTWK000523742,GINTWK0002203100445,Counted,8289151821_84140811330,Dr.Hsieh達特醫LabSmart精華30ml 現貨 蝦皮直送:傳明酸精華30ml,56.0,正常,56.0,NO,sp99073@shopee.com,2022-03-11 09:29:35,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
105,V,103001.0,TTWK000519513,03,6497247403_46905036861,30.0,6497247403,TTWK000519513,GINTWK0002203100389,Counted,6497247403_46905036861,Dr. Hsieh 達特醫10%15%20%25% 杏仁酸深層煥膚精華 蝦皮直送:杏仁酸20% 15ml,30.0,正常,30.0,NO,sp0851@shopee.com,2022-03-11 09:29:11,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
106,V,103001.0,TTWK000523759,12,11025224612_152837573748,15.0,11025224612,TTWK000523759,GINTWK0002203100456,Counted,11025224612_152837573748,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:五胜肽面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:28:32,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
107,V,103001.0,TTWK000519519,55,8789161255_105174745782,14.0,8789161255,TTWK000519519,GINTWK0002203100453,Counted,8789161255_105174745782,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:12%複合果酸角質煥膚露,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 09:27:54,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
108,V,103001.0,TTWK000523758,12,11025224612_152837573745,15.0,11025224612,TTWK000523758,GINTWK0002203100457,Counted,11025224612_152837573745,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:神經醯胺面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:26:06,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
109,V,103001.0,TTWK000523749,55,8789161255_84140793740,28.0,8789161255,TTWK000523749,GINTWK0002203100454,Counted,8789161255_84140793740,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:2%積雪草萃取,28.0,正常,28.0,NO,sp0386@shopee.com,2022-03-11 09:25:19,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
110,V,103001.0,TTWK000523757,12,11025224612_160610465574,15.0,11025224612,TTWK000523757,GINTWK0002203100459,Counted,11025224612_160610465574,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:傳明酸面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:24:13,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
111,V,103001.0,TTWK000523764,75,15918596275_140866628599,10.0,15918596275,TTWK000523764,GINTWK0002203100478,Counted,15918596275_140866628599,東野 成人醫療口罩10入/盒 原石系列 禮盒精裝版 (台灣製/雙鋼印/附夾鏈袋) 現貨 蝦皮直送:紫水晶,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:44:17,1823898,TW_龜婦有限公司(Consignment),詳情質檢,,,,
112,V,103001.0,TTWK000523752,12,11025224612_160610465575,15.0,11025224612,TTWK000523752,GINTWK0002203100437,Counted,11025224612_160610465575,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:Q10面膜10片,15.0,正常,15.0,NO,sp0386@shopee.com,2022-03-11 09:43:45,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
113,V,103001.0,TTWK000519528,87,8389161587_94140816500,20.0,8389161587,TTWK000519528,GINTWK0002203100419,Counted,8389161587_94140816500,Dr.Hsieh達特醫 杏仁酸戰痘2步驟保養組(化妝水+乳液)(官方直營) 蝦皮直送 現貨:一組,20.0,正常,20.0,NO,sp99073@shopee.com,2022-03-11 09:43:22,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
114,V,103001.0,TTWK000523775,25,3997290225_76905223609,2.0,3997290225,TTWK000523775,GINTWK0002203100502,Counted,3997290225_76905223609,E-books U5 大容量旅行防震隨身碟收納包 現貨 蝦皮直送:鐵灰,2.0,正常,2.0,NO,sp0851@shopee.com,2022-03-11 09:42:53,743331,TW_中景科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
115,V,103001.0,TTWK000523763,75,15918596275_140866628601,10.0,15918596275,TTWK000523763,GINTWK0002203100477,Counted,15918596275_140866628601,東野 成人醫療口罩10入/盒 原石系列 禮盒精裝版 (台灣製/雙鋼印/附夾鏈袋) 現貨 蝦皮直送:玫瑰大理石,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:42:06,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
116,V,103001.0,TTWK000519522,21,8289151821_84140811329,28.0,8289151821,TTWK000519522,GINTWK0002203100439,Counted,8289151821_84140811329,Dr.Hsieh達特醫LabSmart精華30ml 現貨 蝦皮直送:神經醯胺精華30ml,28.0,正常,28.0,NO,sp0386@shopee.com,2022-03-11 09:41:53,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
117,V,103001.0,TTWK000519489,32,11825863432_66922580634,60.0,11825863432,TTWK000519489,GINTWK0002203100244,Counted,11825863432_66922580634,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:原味咖啡(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 09:40:55,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
118,V,103001.0,TTWK000519527,03,6497247403_46905036859,80.0,6497247403,TTWK000519527,GINTWK0002203100420,Counted,6497247403_46905036859,Dr. Hsieh 達特醫10%15%20%25% 杏仁酸深層煥膚精華 蝦皮直送:杏仁酸10% 15ml,80.0,正常,80.0,NO,sp99073@shopee.com,2022-03-11 09:40:42,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
119,V,103001.0,TTWK000519524,28,12713939528_130624156610,10.0,12713939528,TTWK000519524,GINTWK0002203100476,Counted,12713939528_130624156610,東野 成人醫療口罩10入/盒 冰雪樂園 (台灣製/雙鋼印/附夾鏈袋) 蝦皮直送 現貨:冰雪樂園(成人),10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:39:55,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
120,V,103001.0,TTWK000523774,23,11825227223_56905239184,3.0,11825227223,TTWK000523774,GINTWK0002203100503,Counted,11825227223_56905239184,E-books 一母轉二公耳機麥克風音源轉接線3.5mm-- X97 蝦皮直送 現貨:X97,3.0,正常,3.0,NO,sp0851@shopee.com,2022-03-11 09:39:51,743331,TW_中景科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
121,V,103001.0,TTWK000519521,55,8789161255_84140793741,14.0,8789161255,TTWK000519521,GINTWK0002203100440,Counted,8789161255_84140793741,Dr.Hsieh達特醫LabSmart Classic精華30ml 現貨 蝦皮直送:2%神經醯胺,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 09:38:14,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
122,V,103001.0,TTWK000523762,87,12213940687_86660020832,10.0,12213940687,TTWK000523762,GINTWK0002203100472,Counted,12213940687_86660020832,東野 成人醫療口罩10入/盒 獵人聯名 (台灣製/雙鋼印/附夾鏈袋) 蝦皮直送 現貨:新款-幻影旅團,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:37:42,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
123,V,103001.0,TTWK000519490,00,10125856600_36922561382,1.0,10125856600,TTWK000519490,GINTWK0002203100577,Counted,10125856600_36922561382,味王 金味王紅燒牛肉麵 (超值12碗/箱)(內含調理包) 現貨 蝦皮直送,1.0,正常,1.0,NO,sp2771@shopee.com,2022-03-11 09:47:51,705621,TW_味王股份有限公司(Consignment),詳情質檢,,,,
124,V,103001.0,TTWK000523773,12,11025224612_160610465571,15.0,11025224612,TTWK000523773,GINTWK0002203100462,Counted,11025224612_160610465571,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:金盞花萃取面膜10片,15.0,正常,15.0,NO,sp99073@shopee.com,2022-03-11 09:47:45,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
125,V,103001.0,TTWK000502294,00,10125856600_36922561382,1.0,10125856600,TTWK000502294,GINTWK0002203100577,Counted,10125856600_36922561382,味王 金味王紅燒牛肉麵 (超值12碗/箱)(內含調理包) 現貨 蝦皮直送,1.0,Exception,1.0,NO,sp2771@shopee.com,2022-03-11 09:47:23,705621,TW_味王股份有限公司(Consignment),詳情,詳情,,,
126,V,103001.0,TTWK000523777,17,13947457817_132147365226,3.0,13947457817,TTWK000523777,GINTWK0002203100500,Counted,13947457817_132147365226,快速穩定網路線 超高速 Cat6 傳輸網路線(3M)-REC5 蝦皮直送 現貨:黑色,3.0,正常,3.0,NO,sp0851@shopee.com,2022-03-11 09:47:19,743331,TW_中景科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
127,V,103001.0,TTWK000523753,12,11025224612_160610465578,15.0,11025224612,TTWK000523753,GINTWK0002203100436,Counted,11025224612_160610465578,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:維生素B5泛醇面膜10片,15.0,正常,15.0,NO,sp0386@shopee.com,2022-03-11 09:46:11,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
128,V,103001.0,TTWK000523765,32,13413923432_112596353197,10.0,13413923432,TTWK000523765,GINTWK0002203100475,Counted,13413923432_112596353197,東野 成人醫療口罩10入/盒 環遊世界系列 (台灣製/雙鋼印附夾鏈袋) 蝦皮直送 現貨:埃及金字塔,10.0,正常,10.0,NO,sp3341@shopee.com,2022-03-11 09:46:10,1823898,TW_龜婦有限公司(Consignment),詳情質檢,詳情質檢,,,
